Variable,Region,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
damage_costs_non_slr,RSAM,fraction_of_GDP,0,0.00174219,0.00318221,0.00430113,0.00513571,0.00579311,0.00633243,0.00675195,0.00705485,0.00724502,0.00731875,0.00726397,0.0070655,0.00671425,0.00620934,0.00554973,0.0049907,0.00479887,0.00479887,0.00479887,0.00479887,0.00479887,0.00479887,0.00479887,0.00479887,0.00479887,0.00479886
damage_costs_non_slr,NAF,fraction_of_GDP,-1.73472e-18,0.00282934,0.00525664,0.00718731,0.0086492,0.00981258,0.0107742,0.0115264,0.0120717,0.012415,0.0125483,0.0124493,0.012091,0.0114587,0.0105542,0.00938072,0.00839396,0.00805707,0.00805707,0.00805707,0.00805707,0.00805707,0.00805707,0.00805707,0.00805707,0.00805707,0.00805707
damage_costs_non_slr,WAF,fraction_of_GDP,0,0.00505408,0.00918858,0.0123795,0.014749,0.0166097,0.0181327,0.0193153,0.0201681,0.0207031,0.0209104,0.0207564,0.0201981,0.0192091,0.0177853,0.0159214,0.0143379,0.0137936,0.0137936,0.0137936,0.0137936,0.0137936,0.0137936,0.0137936,0.0137936,0.0137936,0.0137936
damage_costs_non_slr,EAF,fraction_of_GDP,0,0.00505408,0.00918858,0.0123795,0.014749,0.0166097,0.0181327,0.0193153,0.0201681,0.0207031,0.0209104,0.0207564,0.0201981,0.0192091,0.0177853,0.0159214,0.0143379,0.0137936,0.0137936,0.0137936,0.0137936,0.0137936,0.0137936,0.0137936,0.0137936,0.0137936,0.0137936
damage_costs_non_slr,SAF,fraction_of_GDP,0,0.00256621,0.00478614,0.00656075,0.00790874,0.00898373,0.00987365,0.0105706,0.0110763,0.0113948,0.0115185,0.0114266,0.0110941,0.0105078,0.00966993,0.00858447,0.00767314,0.00736234,0.00736234,0.00736234,0.00736234,0.00736234,0.00736234,0.00736234,0.00736234,0.00736234,0.00736234
damage_costs_non_slr,WEU,fraction_of_GDP,0,0.000893131,0.00165,0.00224749,0.00269773,0.00305488,0.00334939,0.00357937,0.00374588,0.00385062,0.00389126,0.00386106,0.00375175,0.00355867,0.00328206,0.00292242,0.00261924,0.00251557,0.00251557,0.00251557,0.00251557,0.00251557,0.00251557,0.00251557,0.00251557,0.00251557,0.00251557
damage_costs_non_slr,CEU,fraction_of_GDP,4.33681e-19,0.00129692,0.00239676,0.00326537,0.00392012,0.00443958,0.004868,0.00520259,0.00544485,0.00559725,0.00565639,0.00561244,0.00545338,0.00517247,0.00477005,0.00424691,0.00380597,0.0036552,0.0036552,0.0036552,0.0036552,0.0036552,0.0036552,0.0036552,0.0036552,0.0036552,0.0036552
damage_costs_non_slr,TUR,fraction_of_GDP,1.73472e-18,0.00127636,0.00226039,0.00298929,0.00351549,0.00392052,0.00424703,0.00449764,0.00467681,0.00478857,0.00483175,0.00479968,0.00468309,0.00447523,0.00417295,0.00377149,0.00342505,0.00330479,0.00330479,0.00330479,0.00330479,0.00330479,0.00330479,0.00330479,0.00330479,0.00330479,0.00330479
damage_costs_non_slr,UKR,fraction_of_GDP,0,0.0012938,0.00232238,0.00310107,0.00367182,0.00411596,0.00447701,0.00475592,0.00495627,0.00508165,0.00513017,0.00509412,0.00496331,0.00473092,0.00439486,0.00395207,0.00357322,0.00344243,0.00344243,0.00344243,0.00344243,0.00344243,0.00344243,0.00344243,0.00344243,0.00344243,0.00344243
damage_costs_non_slr,STAN,fraction_of_GDP,0,0.0012938,0.00232238,0.00310107,0.00367182,0.00411596,0.00447701,0.00475592,0.00495627,0.00508165,0.00513017,0.00509412,0.00496331,0.00473092,0.00439486,0.00395207,0.00357322,0.00344243,0.00344243,0.00344243,0.00344243,0.00344243,0.00344243,0.00344243,0.00344243,0.00344243,0.00344243
damage_costs_non_slr,RUS,fraction_of_GDP,0,0.0012938,0.00232238,0.00310107,0.00367182,0.00411596,0.00447701,0.00475592,0.00495627,0.00508165,0.00513017,0.00509412,0.00496331,0.00473092,0.00439486,0.00395207,0.00357322,0.00344243,0.00344243,0.00344243,0.00344243,0.00344243,0.00344243,0.00344243,0.00344243,0.00344243,0.00344243
damage_costs_non_slr,ME,fraction_of_GDP,1.73472e-18,0.00127636,0.00226039,0.00298929,0.00351549,0.00392052,0.00424703,0.00449764,0.00467681,0.00478857,0.00483175,0.00479968,0.00468309,0.00447523,0.00417295,0.00377149,0.00342505,0.00330479,0.00330479,0.00330479,0.00330479,0.00330479,0.00330479,0.00330479,0.00330479,0.00330479,0.00330479
damage_costs_non_slr,INDIA,fraction_of_GDP,-3.46945e-18,0.00512876,0.00932739,0.0125694,0.0149775,0.016869,0.0184174,0.01962,0.0204872,0.0210313,0.0212422,0.0210855,0.0205177,0.019512,0.0180643,0.0161693,0.0145597,0.0140065,0.0140065,0.0140065,0.0140065,0.0140065,0.0140065,0.0140065,0.0140065,0.0140065,0.0140065
damage_costs_non_slr,KOR,fraction_of_GDP,8.67362e-19,0.0020254,0.00367358,0.0049412,0.0058803,0.00661659,0.00721852,0.00768551,0.00802202,0.00823304,0.0083148,0.00825406,0.00803385,0.00764358,0.00708129,0.00634434,0.0057175,0.00550189,0.00550189,0.00550189,0.00550189,0.00550189,0.00550189,0.00550189,0.00550189,0.00550189,0.00550189
damage_costs_non_slr,CHN,fraction_of_GDP,-1.73472e-18,0.00151384,0.00265027,0.00347553,0.00406278,0.00451005,0.00486766,0.00514036,0.0053344,0.00545504,0.00550157,0.00546701,0.00534118,0.00511605,0.00478676,0.00434597,0.00396235,0.00382848,0.00382848,0.00382848,0.00382848,0.00382848,0.00382848,0.00382848,0.00382848,0.00382848,0.00382848
damage_costs_non_slr,SEAS,fraction_of_GDP,0,0.00389525,0.00702274,0.00940647,0.0111617,0.0125321,0.0136488,0.0145131,0.0151348,0.0155242,0.015675,0.015563,0.0151567,0.0144356,0.0133945,0.012026,0.0108581,0.0104555,0.0104555,0.0104555,0.0104555,0.0104555,0.0104555,0.0104555,0.0104555,0.0104555,0.0104555
damage_costs_non_slr,INDO,fraction_of_GDP,0,0.00389525,0.00702274,0.00940647,0.0111617,0.0125321,0.0136488,0.0145131,0.0151348,0.0155242,0.015675,0.015563,0.0151567,0.0144356,0.0133945,0.012026,0.0108581,0.0104555,0.0104555,0.0104555,0.0104555,0.0104555,0.0104555,0.0104555,0.0104555,0.0104555,0.0104555
damage_costs_non_slr,JAP,fraction_of_GDP,0,0.00127027,0.00238528,0.00328439,0.00397105,0.00452062,0.00497675,0.00533467,0.0055947,0.00575863,0.00582232,0.00577499,0.00560387,0.00530239,0.00487224,0.00431631,0.00385084,0.00369237,0.00369237,0.00369237,0.00369237,0.00369237,0.00369237,0.00369237,0.00369237,0.00369237,0.00369237
damage_costs_non_slr,OCE,fraction_of_GDP,0,0.00173999,0.00322919,0.00441197,0.00530675,0.00601837,0.00660631,0.00706609,0.00739931,0.00760905,0.00769048,0.00762998,0.00741105,0.00702469,0.00647181,0.00575425,0.00515057,0.0049444,0.0049444,0.0049444,0.0049444,0.0049444,0.0049444,0.0049444,0.0049444,0.0049444,0.0049444
damage_costs_non_slr,RSAS,fraction_of_GDP,3.46945e-18,0.00455047,0.00816887,0.0109085,0.0129168,0.0144798,0.0157503,0.0167319,0.017437,0.0178782,0.018049,0.0179221,0.0174617,0.0166439,0.0154612,0.013903,0.0125699,0.0121097,0.0121097,0.0121097,0.0121097,0.0121097,0.0121097,0.0121097,0.0121097,0.0121097,0.0121097
damage_costs_non_slr,RSAF,fraction_of_GDP,0,0.00505408,0.00918858,0.0123795,0.014749,0.0166097,0.0181327,0.0193153,0.0201681,0.0207031,0.0209104,0.0207564,0.0201981,0.0192091,0.0177853,0.0159214,0.0143379,0.0137936,0.0137936,0.0137936,0.0137936,0.0137936,0.0137936,0.0137936,0.0137936,0.0137936,0.0137936
damage_costs_slr,CAN,fraction_of_GDP,0,0.000615123,0.00126803,0.0019463,0.00263972,0.00334055,0.00404431,0.00474818,0.00544961,0.0061463,0.00683621,0.00751733,0.00818755,0.00884449,0.00948568,0.0101086,0.0107105,0.0112937,0.0118658,0.0124307,0.0129887,0.01354,0.0140847,0.014623,0.0151552,0.0156814,0.0162017
damage_costs_slr,USA,fraction_of_GDP,0,0.0003256,0.000671201,0.00103023,0.00139727,0.00176824,0.00214075,0.00251333,0.00288461,0.00325339,0.00361857,0.00397911,0.00433387,0.0046816,0.005021,0.00535071,0.00566933,0.00597805,0.00628085,0.00657988,0.00687524,0.00716703,0.00745537,0.00774033,0.00802203,0.00830054,0.00857596
damage_costs_slr,MEX,fraction_of_GDP,0,0.000298494,0.000615326,0.000944463,0.00128095,0.00162103,0.00196254,0.0023041,0.00264447,0.00298255,0.00331734,0.00364786,0.00397308,0.00429187,0.00460302,0.00490528,0.00519737,0.00548039,0.00575799,0.00603212,0.00630289,0.0065704,0.00683473,0.00709597,0.00735421,0.00760954,0.00786203
damage_costs_slr,RCAM,fraction_of_GDP,0,0.000298494,0.000615326,0.000944463,0.00128095,0.00162103,0.00196254,0.0023041,0.00264447,0.00298255,0.00331734,0.00364786,0.00397308,0.00429187,0.00460302,0.00490528,0.00519737,0.00548039,0.00575799,0.00603212,0.00630289,0.0065704,0.00683473,0.00709597,0.00735421,0.00760954,0.00786203
damage_costs_slr,BRA,fraction_of_GDP,0,0.000298494,0.000615326,0.000944463,0.00128095,0.00162103,0.00196254,0.0023041,0.00264447,0.00298255,0.00331734,0.00364786,0.00397308,0.00429187,0.00460302,0.00490528,0.00519737,0.00548039,0.00575799,0.00603212,0.00630289,0.0065704,0.00683473,0.00709597,0.00735421,0.00760954,0.00786203
damage_costs_slr,RSAM,fraction_of_GDP,0,0.000298494,0.000615326,0.000944463,0.00128095,0.00162103,0.00196254,0.0023041,0.00264447,0.00298255,0.00331734,0.00364786,0.00397308,0.00429187,0.00460302,0.00490528,0.00519737,0.00548039,0.00575799,0.00603212,0.00630289,0.0065704,0.00683473,0.00709597,0.00735421,0.00760954,0.00786203
damage_costs_slr,NAF,fraction_of_GDP,0,0.00150585,0.00310421,0.00476465,0.00646216,0.00817783,0.00990065,0.0116238,0.0133409,0.0150464,0.0167354,0.0184028,0.0200435,0.0216517,0.0232214,0.0247462,0.0262198,0.0276476,0.029048,0.030431,0.031797,0.0331465,0.03448,0.0357979,0.0371007,0.0383888,0.0396625
damage_costs_slr,WAF,fraction_of_GDP,0,-0.000147853,-0.000304788,-0.000467819,-0.00063449,-0.000802944,-0.0009721,-0.00114128,-0.00130988,-0.00147734,-0.00164317,-0.00180689,-0.00196798,-0.00212588,-0.00228,-0.00242972,-0.0025744,-0.00271459,-0.00285209,-0.00298788,-0.003122,-0.0032545,-0.00338543,-0.00351483,-0.00364275,-0.00376922,-0.00389428
damage_costs_slr,EAF,fraction_of_GDP,0,-0.000147853,-0.000304788,-0.000467819,-0.00063449,-0.000802944,-0.0009721,-0.00114128,-0.00130988,-0.00147734,-0.00164317,-0.00180689,-0.00196798,-0.00212588,-0.00228,-0.00242972,-0.0025744,-0.00271459,-0.00285209,-0.00298788,-0.003122,-0.0032545,-0.00338543,-0.00351483,-0.00364275,-0.00376922,-0.00389428
damage_costs_slr,SAF,fraction_of_GDP,0,0.000402335,0.000829386,0.00127302,0.00172657,0.00218496,0.00264527,0.00310565,0.00356444,0.00402013,0.00447137,0.00491688,0.00535525,0.00578494,0.00620432,0.00661173,0.00700544,0.00738692,0.00776109,0.00813059,0.00849555,0.00885612,0.0092124,0.00956453,0.00991261,0.0102568,0.0105971
damage_costs_slr,WEU,fraction_of_GDP,0,7.54038e-05,0.000162982,0.000253256,0.000335404,0.000402088,0.000451484,0.000485688,0.000508287,0.000522773,0.000531893,0.000537579,0.000541111,0.000543304,0.000544671,0.000545526,0.000546066,0.000546412,0.000546639,0.00054679,0.00054689,0.000546958,0.000547003,0.000547034,0.000547055,0.000547069,0.000547079
damage_costs_slr,CEU,fraction_of_GDP,0,0.000156916,0.000312456,0.000451408,0.000564424,0.000649589,0.000710297,0.000751933,0.000779747,0.000798016,0.000809899,0.00081759,0.000822561,0.000825776,0.000827863,0.000829224,0.000830117,0.000830711,0.000831116,0.000831395,0.000831588,0.000831722,0.000831816,0.000831882,0.000831928,0.000831961,0.000831984
damage_costs_slr,TUR,fraction_of_GDP,0,0.000722547,0.00148948,0.0022862,0.00310072,0.00392394,0.00475059,0.00557739,0.00640132,0.00721968,0.00803007,0.00883014,0.0096174,0.0103891,0.0111422,0.0118739,0.012581,0.013266,0.013938,0.0146016,0.015257,0.0159046,0.0165444,0.0171768,0.0178019,0.0184199,0.0190311
damage_costs_slr,UKR,fraction_of_GDP,0,0.0001667,0.000343641,0.000527454,0.000715372,0.000905299,0.00109602,0.00128677,0.00147686,0.00166566,0.00185263,0.00203722,0.00221885,0.00239688,0.00257064,0.00273945,0.00290258,0.00306063,0.00321566,0.00336876,0.00351998,0.00366937,0.00381699,0.00396289,0.00410711,0.0042497,0.00439071
damage_costs_slr,STAN,fraction_of_GDP,0,0.0001667,0.000343641,0.000527454,0.000715372,0.000905299,0.00109602,0.00128677,0.00147686,0.00166566,0.00185263,0.00203722,0.00221885,0.00239688,0.00257064,0.00273945,0.00290258,0.00306063,0.00321566,0.00336876,0.00351998,0.00366937,0.00381699,0.00396289,0.00410711,0.0042497,0.00439071
damage_costs_slr,RUS,fraction_of_GDP,0,0.0001667,0.000343641,0.000527454,0.000715372,0.000905299,0.00109602,0.00128677,0.00147686,0.00166566,0.00185263,0.00203722,0.00221885,0.00239688,0.00257064,0.00273945,0.00290258,0.00306063,0.00321566,0.00336876,0.00351998,0.00366937,0.00381699,0.00396289,0.00410711,0.0042497,0.00439071
damage_costs_slr,ME,fraction_of_GDP,0,0.000722547,0.00148948,0.0022862,0.00310072,0.00392394,0.00475059,0.00557739,0.00640132,0.00721968,0.00803007,0.00883014,0.0096174,0.0103891,0.0111422,0.0118739,0.012581,0.013266,0.013938,0.0146016,0.015257,0.0159046,0.0165444,0.0171768,0.0178019,0.0184199,0.0190311
damage_costs_slr,INDIA,fraction_of_GDP,0,0.000288743,0.000595224,0.00091361,0.0012391,0.00156808,0.00189843,0.00222883,0.00255809,0.00288512,0.00320897,0.00352869,0.00384329,0.00415167,0.00445265,0.00474503,0.00502759,0.00530136,0.00556989,0.00583507,0.00609699,0.00635576,0.00661145,0.00686416,0.00711397,0.00736096,0.0076052
damage_costs_slr,KOR,fraction_of_GDP,0,0.000814828,0.00167971,0.00257819,0.00349673,0.00442509,0.00535732,0.00628972,0.00721887,0.00814175,0.00905564,0.0099579,0.0108457,0.0117159,0.0125653,0.0133904,0.0141878,0.0149603,0.0157181,0.0164664,0.0172056,0.0179358,0.0186574,0.0193705,0.0200755,0.0207725,0.0214617
damage_costs_slr,CHN,fraction_of_GDP,0,0.000585002,0.00120594,0.001851,0.00251046,0.00317697,0.00384626,0.00451567,0.00518275,0.00584533,0.00650145,0.00714922,0.00778662,0.00841139,0.00902118,0.00961357,0.010186,0.0107407,0.0112847,0.011822,0.0123527,0.0128769,0.013395,0.013907,0.0144131,0.0149135,0.0154083
damage_costs_slr,SEAS,fraction_of_GDP,0,0.00216937,0.004472,0.00686407,0.00930955,0.0117812,0.0142631,0.0167455,0.0192192,0.0216763,0.0241094,0.0265115,0.0288752,0.031192,0.0334533,0.0356501,0.0377729,0.0398298,0.0418473,0.0438396,0.0458075,0.0477516,0.0496727,0.0515713,0.0534482,0.0553038,0.0571389
damage_costs_slr,INDO,fraction_of_GDP,0,0.00216937,0.004472,0.00686407,0.00930955,0.0117812,0.0142631,0.0167455,0.0192192,0.0216763,0.0241094,0.0265115,0.0288752,0.031192,0.0334533,0.0356501,0.0377729,0.0398298,0.0418473,0.0438396,0.0458075,0.0477516,0.0496727,0.0515713,0.0534482,0.0553038,0.0571389
damage_costs_slr,JAP,fraction_of_GDP,0,0.000788573,0.00162559,0.00249511,0.00338406,0.0042825,0.0051847,0.00608705,0.00698626,0.00787941,0.00876385,0.00963704,0.0104962,0.0113384,0.0121604,0.0129589,0.0137306,0.0144783,0.0152117,0.0159359,0.0166512,0.0173579,0.0180562,0.0187464,0.0194286,0.0201032,0.0207702
damage_costs_slr,OCE,fraction_of_GDP,0,0.000507027,0.0010452,0.00160428,0.00217584,0.00275351,0.0033336,0.00391378,0.00449195,0.00506621,0.00563488,0.00619631,0.00674874,0.00729024,0.00781875,0.00833218,0.00882834,0.00930908,0.00978061,0.0102463,0.0107062,0.0111606,0.0116096,0.0120533,0.012492,0.0129257,0.0133546
damage_costs_slr,RSAS,fraction_of_GDP,0,1.7499e-16,1.94411e-16,2.00057e-16,2.02379e-16,2.03539e-16,2.04195e-16,2.04601e-16,2.04868e-16,2.05053e-16,2.05186e-16,2.05285e-16,2.0536e-16,2.05418e-16,2.05464e-16,2.05501e-16,2.05531e-16,2.05556e-16,2.05577e-16,2.05595e-16,2.0561e-16,2.05624e-16,2.05636e-16,2.05646e-16,2.05655e-16,2.05664e-16,2.05671e-16
damage_costs_slr,RSAF,fraction_of_GDP,0,-0.000147853,-0.000304788,-0.000467819,-0.00063449,-0.000802944,-0.0009721,-0.00114128,-0.00130988,-0.00147734,-0.00164317,-0.00180689,-0.00196798,-0.00212588,-0.00228,-0.00242972,-0.0025744,-0.00271459,-0.00285209,-0.00298788,-0.003122,-0.0032545,-0.00338543,-0.00351483,-0.00364275,-0.00376922,-0.00389428
LBD_factor,Global,dimensionless,0.999998,0.840627,0.664178,0.556271,0.487544,0.440871,0.406882,0.380657,0.359613,0.34208,0.326992,0.313721,0.301882,0.291219,0.281533,0.272637,0.264803,0.258214,0.252384,0.24696,0.241909,0.237201,0.232806,0.2287,0.224859,0.221263,0.217894
LOT_factor,Global,dimensionless,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
learning_factor,Global,dimensionless,0.999998,0.840627,0.664178,0.556271,0.487544,0.440871,0.406882,0.380657,0.359613,0.34208,0.326992,0.313721,0.301882,0.291219,0.281533,0.272637,0.264803,0.258214,0.252384,0.24696,0.241909,0.237201,0.232806,0.2287,0.224859,0.221263,0.217894
mitigation_costs,CAN,trillion*usd/yr,-2.68536e-09,0.00168013,0.022472,0.0887913,0.125277,0.131002,0.136478,0.152503,0.177101,0.203999,0.228297,0.246184,0.260371,0.276851,0.303471,0.347673,0.247734,0.167767,0.168448,0.168791,0.168812,0.168435,0.167688,0.166624,0.16528,0.163666,0.161714
mitigation_costs,USA,trillion*usd/yr,-3.04065e-10,0.00688492,0.101793,0.520677,1.3403,1.46005,1.58045,1.69604,1.80643,1.9129,2.01892,2.13243,2.27322,2.45944,2.67807,2.91165,1.94249,1.12927,1.11838,1.1065,1.09392,1.08122,1.06837,1.05527,1.04199,1.02858,1.01482
mitigation_costs,MEX,trillion*usd/yr,-2.26863e-09,0.00153926,0.0195009,0.0535249,0.0692611,0.0851925,0.102841,0.125414,0.154319,0.189841,0.230292,0.273158,0.319479,0.372718,0.438751,0.524384,0.376005,0.280191,0.278163,0.275932,0.27352,0.270949,0.268208,0.265297,0.262239,0.259036,0.255606
mitigation_costs,RCAM,trillion*usd/yr,-3.33298e-09,0.00140253,0.0130892,0.0184331,0.0255181,0.0361759,0.052287,0.0756649,0.10688,0.145424,0.191321,0.244992,0.308295,0.383976,0.473686,0.579063,0.429873,0.34449,0.342177,0.339425,0.336339,0.333092,0.32967,0.32604,0.322236,0.31827,0.314037
mitigation_costs,BRA,trillion*usd/yr,-1.73463e-09,0.00139603,0.0186679,0.0818908,0.20046,0.243668,0.271591,0.280745,0.278635,0.282455,0.313432,0.386737,0.464488,0.497892,0.51567,0.5739,0.410393,0.290852,0.284524,0.27844,0.272622,0.26727,0.262325,0.257695,0.253356,0.249298,0.245502
mitigation_costs,RSAM,trillion*usd/yr,-1.58419e-09,0.00367226,0.0285457,0.0821714,0.188222,0.254419,0.327927,0.373143,0.406801,0.468663,0.562582,0.675417,0.793038,0.903315,1.0205,1.16874,0.847392,0.630798,0.61446,0.599509,0.585778,0.573221,0.561704,0.551102,0.541321,0.532293,0.523997
mitigation_costs,NAF,trillion*usd/yr,-2.86211e-09,0.00906693,0.0142016,0.0201482,0.0267121,0.034126,0.0439624,0.0587091,0.0792093,0.105028,0.135046,0.16795,0.20559,0.251508,0.307559,0.375218,0.257395,0.150584,0.164956,0.176802,0.186302,0.193894,0.199578,0.203316,0.205285,0.205596,0.203941
mitigation_costs,WAF,trillion*usd/yr,-3.1113e-09,0.0133371,0.0237018,0.030256,0.0354455,0.0492798,0.0686069,0.0787912,0.0897135,0.136821,0.238076,0.395701,0.649122,0.990977,1.35611,1.73104,1.56986,1.40864,1.45093,1.48346,1.50735,1.52454,1.53515,1.5391,1.53708,1.5295,1.51514
mitigation_costs,EAF,trillion*usd/yr,-3.40023e-09,0.00121237,0.00232205,0.00342112,0.00451897,0.00608761,0.00854933,0.0124394,0.0189099,0.0301179,0.0499746,0.0847916,0.159284,0.252738,0.348192,0.434645,0.423003,0.335212,0.370516,0.398578,0.420532,0.438118,0.451497,0.460605,0.46591,0.467716,0.465385
mitigation_costs,SAF,trillion*usd/yr,-3.5302e-09,0.0021771,0.0171842,0.0406581,0.0498818,0.0628962,0.0791839,0.0966152,0.11433,0.132035,0.150191,0.169712,0.191346,0.215823,0.243487,0.274772,0.193011,0.133222,0.13094,0.128718,0.12657,0.124512,0.122536,0.120637,0.118813,0.117059,0.11536
mitigation_costs,WEU,trillion*usd/yr,-3.48069e-10,0.00585436,0.0910346,0.403318,0.467125,0.560471,0.682856,0.825032,0.975701,1.12514,1.28701,1.47941,1.68234,1.87103,2.08433,2.37933,1.63541,1.04928,1.0574,1.0627,1.06544,1.06529,1.06248,1.05734,1.05015,1.04102,1.02946
mitigation_costs,CEU,trillion*usd/yr,-1.8639e-09,0.00135968,0.0193426,0.0789297,0.0988529,0.119114,0.140439,0.164574,0.191121,0.2187,0.246457,0.273612,0.298092,0.318541,0.341846,0.377327,0.251361,0.16286,0.157265,0.152354,0.14804,0.144079,0.140468,0.137247,0.134384,0.131841,0.129632
mitigation_costs,TUR,trillion*usd/yr,-2.90014e-09,0.00630326,0.0291312,0.0371249,0.0450223,0.054741,0.067509,0.0839893,0.103401,0.124226,0.146382,0.170591,0.198138,0.230099,0.264259,0.297749,0.193567,0.124005,0.119955,0.116063,0.112396,0.1091,0.106152,0.103498,0.101122,0.0990153,0.0971812
mitigation_costs,UKR,trillion*usd/yr,-3.36459e-09,0.00108387,0.0149575,0.0241543,0.0331457,0.0409538,0.0487872,0.0593901,0.0717138,0.0830919,0.0937299,0.105335,0.118419,0.133067,0.150175,0.170968,0.118177,0.0807042,0.0798443,0.0789569,0.0780564,0.077131,0.0761856,0.0752299,0.0742703,0.073306,0.0723197
mitigation_costs,STAN,trillion*usd/yr,-3.47736e-09,0.00715182,0.0168028,0.022871,0.0278991,0.0316436,0.0360831,0.0436965,0.052662,0.0600571,0.0703131,0.0899681,0.113669,0.131863,0.146724,0.164675,0.106415,0.0676848,0.0655808,0.0637049,0.0620454,0.0604821,0.0590275,0.0577152,0.0565382,0.0554813,0.0545436
mitigation_costs,RUS,trillion*usd/yr,-1.60033e-09,0.0169626,0.148661,0.201821,0.236757,0.265119,0.292253,0.32461,0.367286,0.422262,0.47488,0.508758,0.538559,0.586258,0.646617,0.707225,0.459512,0.288224,0.275844,0.264377,0.253912,0.244644,0.236526,0.229467,0.223397,0.218276,0.21418
mitigation_costs,ME,trillion*usd/yr,-1.30251e-09,0.0139895,0.104651,0.136905,0.173751,0.212548,0.256275,0.309451,0.372179,0.442753,0.521286,0.609867,0.71567,0.847261,1.00407,1.18298,0.809477,0.504672,0.523111,0.536868,0.546671,0.553716,0.558094,0.559743,0.558983,0.556015,0.550378
mitigation_costs,INDIA,trillion*usd/yr,-7.21424e-10,0.043476,0.0763077,0.119519,0.178265,0.263387,0.381276,0.534898,0.731739,0.979935,1.27356,1.60025,1.97101,2.40691,2.90465,3.45582,2.39256,1.71525,1.70468,1.69059,1.67404,1.65685,1.63895,1.62004,1.60035,1.57999,1.55843
mitigation_costs,KOR,trillion*usd/yr,-2.31214e-09,0.00423795,0.038183,0.122523,0.146299,0.162105,0.177924,0.192935,0.206742,0.219018,0.229224,0.236996,0.24383,0.252077,0.263445,0.279286,0.181772,0.110514,0.104861,0.0999355,0.095656,0.0918576,0.0885217,0.085654,0.0832107,0.0811556,0.0795212
mitigation_costs,CHN,trillion*usd/yr,-2.03632e-10,0.0612197,0.493371,1.49602,2.30762,2.68516,3.02915,3.30676,3.52419,3.69488,3.80875,3.85978,3.89056,3.96145,4.09803,4.30993,2.78173,1.5921,1.52656,1.4697,1.42036,1.37676,1.33842,1.30501,1.27588,1.25048,1.2288
mitigation_costs,SEAS,trillion*usd/yr,-1.58258e-09,0.0220031,0.0588994,0.0813483,0.10387,0.127704,0.158031,0.201985,0.258023,0.320696,0.395722,0.491869,0.597032,0.693289,0.800388,0.953473,0.674369,0.469034,0.477138,0.483157,0.487271,0.489255,0.489275,0.487579,0.484374,0.479738,0.473372
mitigation_costs,INDO,trillion*usd/yr,-2.46565e-09,0.00666056,0.053659,0.076943,0.102915,0.128558,0.157078,0.195631,0.245474,0.303811,0.366182,0.428109,0.49516,0.577086,0.674477,0.785197,0.545,0.389278,0.383892,0.378284,0.372571,0.366921,0.361321,0.35574,0.3502,0.344706,0.339175
mitigation_costs,JAP,trillion*usd/yr,-1.13208e-09,0.00105039,0.0167875,0.0871287,0.190263,0.210603,0.234842,0.2622,0.290119,0.315534,0.337579,0.357044,0.379097,0.409744,0.448043,0.491238,0.333869,0.220814,0.214703,0.209089,0.203938,0.199209,0.194877,0.190919,0.187305,0.184009,0.181035
mitigation_costs,OCE,trillion*usd/yr,-3.13441e-09,0.000252461,0.00465067,0.0306217,0.0888791,0.120514,0.130652,0.132284,0.138625,0.164048,0.193916,0.207957,0.217096,0.241372,0.278446,0.319349,0.227326,0.16318,0.159571,0.156287,0.153263,0.150463,0.147851,0.145398,0.143082,0.140888,0.138796
mitigation_costs,RSAS,trillion*usd/yr,-2.91246e-09,0.00260085,0.00473198,0.0078561,0.0125315,0.0198393,0.0314361,0.0495987,0.0763691,0.113785,0.165872,0.255049,0.363578,0.484102,0.614341,0.752224,0.677744,0.487958,0.546155,0.594064,0.632768,0.664085,0.688215,0.70517,0.715664,0.720134,0.7175
mitigation_costs,RSAF,trillion*usd/yr,-3.2868e-09,0.000736468,0.00499598,0.00946313,0.0155191,0.0189807,0.0200947,0.0225598,0.0293123,0.0439627,0.0702745,0.111631,0.169993,0.246463,0.350001,0.494999,0.390696,0.277584,0.316135,0.348176,0.374379,0.395772,0.412441,0.424383,0.43204,0.435663,0.434489
rel_mitigation_costs,CAN,fraction_of_GDP,-5.8738e-09,0.000993046,0.0120966,0.043607,0.0563211,0.0542066,0.052292,0.0543824,0.0587722,0.0627865,0.0651595,0.0653652,0.0645833,0.0644444,0.0665586,0.0720893,0.0485577,0.0311122,0.0297265,0.0285817,0.0276215,0.0267755,0.0260297,0.0253806,0.0248136,0.0243169,0.0238913
rel_mitigation_costs,USA,fraction_of_GDP,-5.00922e-09,0.000375759,0.00505276,0.023938,0.0579124,0.059688,0.0613848,0.0627267,0.0636557,0.0642243,0.0647293,0.065559,0.0672427,0.0701753,0.0739181,0.0779665,0.0504023,0.0283527,0.0272405,0.0262669,0.0254113,0.0246553,0.0239879,0.0234006,0.0228835,0.0224297,0.0220404
