Variable,Region,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
mitigation_costs,ME,trillion*usd/yr,-1.30241e-09,-1.07389e-09,-8.99358e-10,-7.6675e-10,-6.65707e-10,-5.87649e-10,-5.24798e-10,-4.72139e-10,-4.26439e-10,-3.86096e-10,-3.51185e-10,-3.21368e-10,-2.95476e-10,-2.72611e-10,-2.52348e-10,-2.34373e-10,-2.18412e-10
mitigation_costs,INDIA,trillion*usd/yr,-7.21371e-10,-5.26807e-10,-4.01767e-10,-3.17869e-10,-2.58295e-10,-2.1418e-10,-1.80791e-10,-1.55049e-10,-1.34832e-10,-1.18736e-10,-1.05914e-10,-9.567e-11,-8.73657e-11,-8.05549e-11,-7.49809e-11,-7.03988e-11,-6.64351e-11
mitigation_costs,KOR,trillion*usd/yr,-2.31196e-09,-2.03952e-09,-1.83062e-09,-1.6806e-09,-1.57036e-09,-1.48603e-09,-1.42105e-09,-1.37143e-09,-1.33403e-09,-1.30614e-09,-1.28425e-09,-1.26557e-09,-1.24937e-09,-1.23567e-09,-1.22539e-09,-1.21894e-09,-1.21402e-09
mitigation_costs,CHN,trillion*usd/yr,-2.03618e-10,-1.50215e-10,-1.21055e-10,-1.04693e-10,-9.42537e-11,-8.67654e-11,-8.15723e-11,-7.82956e-11,-7.6084e-11,-7.43302e-11,-7.30131e-11,-7.21845e-11,-7.17446e-11,-7.15752e-11,-7.15731e-11,-7.16481e-11,-7.17407e-11
mitigation_costs,SEAS,trillion*usd/yr,-1.58246e-09,-1.27523e-09,-1.04988e-09,-8.84383e-10,-7.57094e-10,-6.55457e-10,-5.73458e-10,-5.06749e-10,-4.51685e-10,-4.05724e-10,-3.67364e-10,-3.35332e-10,-3.08434e-10,-2.85704e-10,-2.66373e-10,-2.49776e-10,-2.35161e-10
mitigation_costs,INDO,trillion*usd/yr,-2.46545e-09,-1.92189e-09,-1.52401e-09,-1.24388e-09,-1.04047e-09,-8.87615e-10,-7.70553e-10,-6.79531e-10,-6.07808e-10,-5.50604e-10,-5.04327e-10,-4.66333e-10,-4.3439e-10,-4.07055e-10,-3.83787e-10,-3.63989e-10,-3.46392e-10
mitigation_costs,JAP,trillion*usd/yr,-1.13199e-09,-1.08111e-09,-1.03838e-09,-1.00901e-09,-9.86282e-10,-9.63623e-10,-9.39804e-10,-9.15035e-10,-8.90516e-10,-8.67424e-10,-8.46693e-10,-8.28691e-10,-8.12324e-10,-7.96579e-10,-7.81479e-10,-7.67156e-10,-7.53389e-10
mitigation_costs,OCE,trillion*usd/yr,-3.13411e-09,-2.92514e-09,-2.72279e-09,-2.53482e-09,-2.35702e-09,-2.1864e-09,-2.02841e-09,-1.88554e-09,-1.75221e-09,-1.62567e-09,-1.5112e-09,-1.4119e-09,-1.32617e-09,-1.25177e-09,-1.18658e-09,-1.1287e-09,-1.07592e-09
mitigation_costs,RSAS,trillion*usd/yr,-2.9122e-09,-2.42505e-09,-1.9795e-09,-1.61099e-09,-1.31111e-09,-1.06886e-09,-8.76198e-10,-7.23733e-10,-6.02166e-10,-5.0465e-10,-4.26464e-10,-3.63739e-10,-3.13562e-10,-2.7317e-10,-2.39873e-10,-2.12097e-10,-1.89457e-10
mitigation_costs,RSAF,trillion*usd/yr,-3.28639e-09,-3.50979e-09,-3.51029e-09,-3.33699e-09,-3.02208e-09,-2.60659e-09,-2.16507e-09,-1.75882e-09,-1.41476e-09,-1.13678e-09,-9.17775e-10,-7.47202e-10,-6.15272e-10,-5.12591e-10,-4.30866e-10,-3.65645e-10,-3.16016e-10
rel_mitigation_costs,CAN,fraction_of_GDP,-5.87329e-09,-5.7427e-09,-5.63076e-09,-5.53261e-09,-5.4509e-09,-5.3855e-09,-5.33328e-09,-5.2907e-09,-5.25331e-09,-5.21914e-09,-5.18948e-09,-5.16485e-09,-5.14466e-09,-5.12811e-09,-5.11435e-09,-5.10269e-09,-5.09262e-09
rel_mitigation_costs,USA,fraction_of_GDP,-5.00887e-09,-5.00703e-09,-5.00575e-09,-5.00486e-09,-5.0042e-09,-5.00369e-09,-5.00328e-09,-5.00292e-09,-5.00261e-09,-5.00233e-09,-5.00209e-09,-5.00189e-09,-5.00172e-09,-5.00158e-09,-5.00145e-09,-5.00135e-09,-5.00125e-09
rel_mitigation_costs,MEX,fraction_of_GDP,-5.58206e-09,-5.43646e-09,-5.33156e-09,-5.25621e-09,-5.20053e-09,-5.15836e-09,-5.12613e-09,-5.10134e-09,-5.08217e-09,-5.06724e-09,-5.0555e-09,-5.04617e-09,-5.03874e-09,-5.03279e-09,-5.02794e-09,-5.02394e-09,-5.02067e-09
rel_mitigation_costs,RCAM,fraction_of_GDP,-6.6653e-09,-6.26226e-09,-5.94261e-09,-5.70542e-09,-5.5285e-09,-5.39592e-09,-5.29815e-09,-5.22652e-09,-5.17363e-09,-5.13424e-09,-5.1048e-09,-5.08266e-09,-5.0659e-09,-5.0531e-09,-5.04323e-09,-5.03556e-09,-5.02962e-09
rel_mitigation_costs,BRA,fraction_of_GDP,-5.32114e-09,-5.23695e-09,-5.18161e-09,-5.1455e-09,-5.11986e-09,-5.10015e-09,-5.08465e-09,-5.07234e-09,-5.06261e-09,-5.05489e-09,-5.04852e-09,-5.04312e-09,-5.0386e-09,-5.03486e-09,-5.03167e-09,-5.02888e-09,-5.02639e-09
rel_mitigation_costs,RSAM,fraction_of_GDP,-5.26459e-09,-5.18518e-09,-5.13389e-09,-5.09962e-09,-5.07582e-09,-5.05877e-09,-5.04628e-09,-5.03696e-09,-5.02992e-09,-5.02453e-09,-5.02037e-09,-5.01714e-09,-5.01458e-09,-5.01252e-09,-5.01086e-09,-5.00951e-09,-5.00839e-09
rel_mitigation_costs,NAF,fraction_of_GDP,-6.03174e-09,-5.67086e-09,-5.44017e-09,-5.30153e-09,-5.2139e-09,-5.15559e-09,-5.11569e-09,-5.08774e-09,-5.0677e-09,-5.05311e-09,-5.04256e-09,-5.0349e-09,-5.02915e-09,-5.0247e-09,-5.02121e-09,-5.01844e-09,-5.01619e-09
rel_mitigation_costs,WAF,fraction_of_GDP,-6.31202e-09,-5.7508e-09,-5.4221e-09,-5.23985e-09,-5.13703e-09,-5.07876e-09,-5.0457e-09,-5.0269e-09,-5.01611e-09,-5.00983e-09,-5.00612e-09,-5.00387e-09,-5.00249e-09,-5.00162e-09,-5.00105e-09,-5.00066e-09,-5.00041e-09
rel_mitigation_costs,EAF,fraction_of_GDP,-8.18388e-09,-7.39019e-09,-6.65135e-09,-6.07557e-09,-5.66698e-09,-5.40038e-09,-5.23787e-09,-5.14215e-09,-5.08607e-09,-5.05305e-09,-5.03341e-09,-5.02154e-09,-5.01427e-09,-5.0097e-09,-5.00671e-09,-5.00471e-09,-5.00342e-09
rel_mitigation_costs,SAF,fraction_of_GDP,-7.63575e-09,-7.13479e-09,-6.71219e-09,-6.38364e-09,-6.13052e-09,-5.93328e-09,-5.77706e-09,-5.65169e-09,-5.55081e-09,-5.46966e-09,-5.40495e-09,-5.35358e-09,-5.31246e-09,-5.27933e-09,-5.25294e-09,-5.23197e-09,-5.21406e-09
rel_mitigation_costs,WEU,fraction_of_GDP,-5.01175e-09,-5.01022e-09,-5.00877e-09,-5.00748e-09,-5.00637e-09,-5.00541e-09,-5.00461e-09,-5.00393e-09,-5.00335e-09,-5.00285e-09,-5.00244e-09,-5.0021e-09,-5.00181e-09,-5.00158e-09,-5.00137e-09,-5.0012e-09,-5.00105e-09
rel_mitigation_costs,CEU,fraction_of_GDP,-5.3752e-09,-5.29515e-09,-5.23542e-09,-5.19261e-09,-5.16212e-09,-5.14015e-09,-5.12331e-09,-5.10944e-09,-5.0973e-09,-5.08643e-09,-5.0774e-09,-5.07039e-09,-5.06476e-09,-5.06e-09,-5.05577e-09,-5.05189e-09,-5.04832e-09
rel_mitigation_costs,TUR,fraction_of_GDP,-6.06953e-09,-5.79334e-09,-5.60312e-09,-5.46916e-09,-5.37162e-09,-5.2986e-09,-5.24329e-09,-5.20092e-09,-5.16789e-09,-5.1418e-09,-5.12123e-09,-5.105e-09,-5.09192e-09,-5.0812e-09,-5.07237e-09,-5.06503e-09,-5.0587e-09
rel_mitigation_costs,UKR,fraction_of_GDP,-8.26663e-09,-7.84866e-09,-7.43242e-09,-7.0689e-09,-6.77234e-09,-6.53608e-09,-6.3372e-09,-6.16028e-09,-6.00029e-09,-5.85822e-09,-5.74294e-09,-5.65524e-09,-5.58537e-09,-5.5264e-09,-5.47659e-09,-5.43456e-09,-5.39762e-09
rel_mitigation_costs,STAN,fraction_of_GDP,-7.95039e-09,-7.18348e-09,-6.61765e-09,-6.23613e-09,-5.98524e-09,-5.81984e-09,-5.70575e-09,-5.62137e-09,-5.5487e-09,-5.48027e-09,-5.42185e-09,-5.37584e-09,-5.33792e-09,-5.30482e-09,-5.27573e-09,-5.25021e-09,-5.22762e-09
rel_mitigation_costs,RUS,fraction_of_GDP,-5.27034e-09,-5.19803e-09,-5.14988e-09,-5.11851e-09,-5.09867e-09,-5.08633e-09,-5.07714e-09,-5.06869e-09,-5.06055e-09,-5.05293e-09,-5.04672e-09,-5.04215e-09,-5.03857e-09,-5.03548e-09,-5.03278e-09,-5.0304e-09,-5.02824e-09
rel_mitigation_costs,ME,fraction_of_GDP,-5.17542e-09,-5.11768e-09,-5.08183e-09,-5.05909e-09,-5.04431e-09,-5.03437e-09,-5.0273e-09,-5.022e-09,-5.01786e-09,-5.01456e-09,-5.01197e-09,-5.00996e-09,-5.00836e-09,-5.00706e-09,-5.00599e-09,-5.00511e-09,-5.00439e-09
rel_mitigation_costs,INDIA,fraction_of_GDP,-5.0522e-09,-5.0275e-09,-5.0158e-09,-5.00973e-09,-5.00629e-09,-5.0042e-09,-5.00288e-09,-5.00202e-09,-5.00144e-09,-5.00103e-09,-5.00074e-09,-5.00053e-09,-5.00038e-09,-5.00027e-09,-5.00018e-09,-5.00012e-09,-5.00006e-09
rel_mitigation_costs,KOR,fraction_of_GDP,-5.60822e-09,-5.45744e-09,-5.36079e-09,-5.30009e-09,-5.25973e-09,-5.23115e-09,-5.21043e-09,-5.19535e-09,-5.1844e-09,-5.17646e-09,-5.17037e-09,-5.16526e-09,-5.1609e-09,-5.15727e-09,-5.15457e-09,-5.15289e-09,-5.15162e-09
rel_mitigation_costs,CHN,fraction_of_GDP,-5.00376e-09,-5.00186e-09,-5.00107e-09,-5.00071e-09,-5.0005e-09,-5.00036e-09,-5.00028e-09,-5.00023e-09,-5.00019e-09,-5.00017e-09,-5.00015e-09,-5.00013e-09,-5.00013e-09,-5.00013e-09,-5.00013e-09,-5.00013e-09,-5.00013e-09
rel_mitigation_costs,SEAS,fraction_of_GDP,-5.26401e-09,-5.16785e-09,-5.11236e-09,-5.07907e-09,-5.05759e-09,-5.04293e-09,-5.0327e-09,-5.02541e-09,-5.02009e-09,-5.01612e-09,-5.01314e-09,-5.01088e-09,-5.00914e-09,-5.00779e-09,-5.00672e-09,-5.00586e-09,-5.00515e-09
rel_mitigation_costs,INDO,fraction_of_GDP,-5.70778e-09,-5.40121e-09,-5.2438e-09,-5.15944e-09,-5.11032e-09,-5.07967e-09,-5.0597e-09,-5.04621e-09,-5.03683e-09,-5.03011e-09,-5.02517e-09,-5.02145e-09,-5.01855e-09,-5.01623e-09,-5.01438e-09,-5.0129e-09,-5.01164e-09
rel_mitigation_costs,JAP,fraction_of_GDP,-5.13122e-09,-5.11931e-09,-5.10983e-09,-5.10355e-09,-5.09883e-09,-5.09423e-09,-5.08953e-09,-5.08477e-09,-5.0802e-09,-5.07601e-09,-5.07235e-09,-5.06924e-09,-5.06648e-09,-5.06388e-09,-5.06144e-09,-5.05917e-09,-5.05702e-09
rel_mitigation_costs,OCE,fraction_of_GDP,-6.34277e-09,-6.09542e-09,-5.90489e-09,-5.75683e-09,-5.63624e-09,-5.53499e-09,-5.452e-09,-5.38482e-09,-5.32824e-09,-5.27957e-09,-5.23949e-09,-5.20761e-09,-5.18215e-09,-5.16155e-09,-5.14461e-09,-5.13043e-09,-5.11818e-09
rel_mitigation_costs,RSAS,fraction_of_GDP,-6.08212e-09,-5.68036e-09,-5.42819e-09,-5.27422e-09,-5.17787e-09,-5.11659e-09,-5.0776e-09,-5.05255e-09,-5.03614e-09,-5.02521e-09,-5.01787e-09,-5.01288e-09,-5.00947e-09,-5.00709e-09,-5.00538e-09,-5.00412e-09,-5.00321e-09
rel_mitigation_costs,RSAF,fraction_of_GDP,-8.41987e-09,-7.79666e-09,-7.20313e-09,-6.67403e-09,-6.20235e-09,-5.81072e-09,-5.52325e-09,-5.33093e-09,-5.2085e-09,-5.13236e-09,-5.08531e-09,-5.05608e-09,-5.03776e-09,-5.02603e-09,-5.01825e-09,-5.01302e-09,-5.00963e-09
carbonprice,CAN,trillion*usd/GtCO2/yr,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10
carbonprice,USA,trillion*usd/GtCO2/yr,9.49084e-10,9.49085e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10
carbonprice,MEX,trillion*usd/GtCO2/yr,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10
carbonprice,RCAM,trillion*usd/GtCO2/yr,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10
carbonprice,BRA,trillion*usd/GtCO2/yr,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10
carbonprice,RSAM,trillion*usd/GtCO2/yr,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10
carbonprice,NAF,trillion*usd/GtCO2/yr,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10
carbonprice,WAF,trillion*usd/GtCO2/yr,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10
carbonprice,EAF,trillion*usd/GtCO2/yr,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10
carbonprice,SAF,trillion*usd/GtCO2/yr,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10
carbonprice,WEU,trillion*usd/GtCO2/yr,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10
carbonprice,CEU,trillion*usd/GtCO2/yr,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10
carbonprice,TUR,trillion*usd/GtCO2/yr,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10
carbonprice,UKR,trillion*usd/GtCO2/yr,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10
carbonprice,STAN,trillion*usd/GtCO2/yr,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10
carbonprice,RUS,trillion*usd/GtCO2/yr,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10
carbonprice,ME,trillion*usd/GtCO2/yr,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10
carbonprice,INDIA,trillion*usd/GtCO2/yr,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10
carbonprice,KOR,trillion*usd/GtCO2/yr,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10
carbonprice,CHN,trillion*usd/GtCO2/yr,9.49084e-10,9.49089e-10,9.49085e-10,9.49085e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10
carbonprice,SEAS,trillion*usd/GtCO2/yr,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10
carbonprice,INDO,trillion*usd/GtCO2/yr,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10
carbonprice,JAP,trillion*usd/GtCO2/yr,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10
carbonprice,OCE,trillion*usd/GtCO2/yr,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10
carbonprice,RSAS,trillion*usd/GtCO2/yr,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10
carbonprice,RSAF,trillion*usd/GtCO2/yr,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10,9.49084e-10
global_rel_mitigation_costs,Global,dimensionless,-5.65108e-10,-4.24186e-10,-3.23496e-10,-2.5285e-10,-2.00999e-10,-1.61628e-10,-1.31575e-10,-1.08463e-10,-9.02052e-11,-7.55048e-11,-6.38326e-11,-5.46577e-11,-4.73331e-11,-4.13669e-11,-3.64419e-11,-3.23416e-11,-2.89075e-11
global_emission_reduction_per_cost_unit,Global,GtCO2/trillion/usd,0,3.65598,3.86757,3.99415,4.0844,4.17716,4.24393,4.25976,4.27158,4.32388,4.39604,4.45897,4.50238,4.52605,4.5512,4.59492,4.64016
global_cost_per_emission_reduction_unit,Global,trillion*usd/GtCO2,0,-1.07779e-06,-9.25732e-07,-8.0845e-07,-7.11116e-07,-6.25747e-07,-5.55796e-07,-5.01744e-07,-4.55534e-07,-4.11843e-07,-3.73285e-07,-3.41862e-07,-3.16691e-07,-2.96309e-07,-2.7859e-07,-2.62182e-07,-2.47606e-07
burden_sharing_common_level,Global,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
capital_stock,CAN,trillion*usd/yr,3.06075,3.94167,4.79932,5.65238,6.50939,7.36949,8.22898,9.08587,9.95028,10.8399,11.7612,12.7095,13.6753,14.648,15.6192,16.5832,17.5377
capital_stock,USA,trillion*usd/yr,33.4009,42.9012,52.1792,61.1095,69.6166,77.6879,85.35,92.6594,99.6964,106.541,113.2,119.618,125.763,131.627,137.189,142.421,147.346
capital_stock,MEX,trillion*usd/yr,3.686,4.95787,6.30168,7.72008,9.21883,10.8071,12.4927,14.2807,16.173,18.1683,20.2645,22.458,24.7408,27.1024,29.5357,32.0348,34.5864
capital_stock,RCAM,trillion*usd/yr,1.0413,1.88824,2.78915,3.75541,4.80168,5.94598,7.20189,8.57868,10.0853,11.73,13.5178,15.4497,17.5237,19.7347,22.0754,24.5341,27.0896
capital_stock,BRA,trillion*usd/yr,5.32128,7.04483,8.84379,10.6748,12.5152,14.3639,16.2209,18.0829,19.9391,21.7749,23.5853,25.3724,27.1293,28.8421,30.5051,32.121,33.6934
capital_stock,RSAM,trillion*usd/yr,5.99268,7.9631,10.1193,12.4542,14.9635,17.6456,20.4976,23.5141,26.6864,30.0011,33.4358,36.9627,40.5579,44.2005,47.862,51.511,55.1331
capital_stock,NAF,trillion*usd/yr,2.49252,3.5625,4.83193,6.28646,7.91443,9.71127,11.6709,13.7849,16.0437,18.4323,20.9141,23.4381,25.9623,28.454,30.8793,33.2039,35.404
capital_stock,WAF,trillion*usd/yr,1.67816,2.80041,4.25148,6.10625,8.47362,11.4932,15.328,20.1541,26.1519,33.4923,42.3146,52.7116,64.6956,78.218,93.2268,109.599,126.908
capital_stock,EAF,trillion*usd/yr,0.886128,1.35138,1.95299,2.72479,3.71858,5.00142,6.64666,8.73055,11.3344,14.5394,18.4179,23.0246,28.3773,34.4677,41.2984,48.8405,56.8917
capital_stock,SAF,trillion*usd/yr,1.37501,1.82007,2.31651,2.85497,3.42661,4.02472,4.64473,5.28341,5.9371,6.60077,7.26644,7.92405,8.56398,9.17701,9.75229,10.2794,10.7561
capital_stock,WEU,trillion*usd/yr,27.8288,35.8018,43.2901,50.4831,57.5214,64.5138,71.534,78.6337,85.8765,93.3244,100.97,108.752,116.626,124.573,132.566,140.572,148.581
capital_stock,CEU,trillion*usd/yr,4.13085,5.77985,7.42438,9.05715,10.6595,12.2094,13.6982,15.1314,16.526,17.9015,19.2527,20.5556,21.7947,22.9672,24.0787,25.1392,26.1564
capital_stock,TUR,trillion*usd/yr,2.07729,3.08453,4.14192,5.24475,6.39129,7.58197,8.81546,10.0888,11.3993,12.7442,14.1154,15.5017,16.8945,18.2878,19.6743,21.047,22.4071
capital_stock,UKR,trillion*usd/yr,1.07852,1.40455,1.76504,2.15576,2.56835,2.99392,3.43011,3.88063,4.35179,4.84872,5.36543,5.88792,6.40804,6.9238,7.43283,7.93219,8.42255
capital_stock,STAN,trillion*usd/yr,0.754626,1.30169,1.93371,2.62721,3.35461,4.08806,4.80704,5.50084,6.17658,6.85179,7.52949,8.2,8.85933,9.51023,10.1552,10.7953,11.4322
capital_stock,RUS,trillion*usd/yr,4.45929,6.60938,8.81675,11.0468,13.2327,15.2999,17.237,19.0889,20.9124,22.7539,24.6024,26.4052,28.1364,29.7996,31.4006,32.943,34.4359
capital_stock,ME,trillion*usd/yr,7.50372,10.003,12.8176,15.9299,19.3007,22.8811,26.6431,30.5824,34.7195,39.0849,43.6791,48.4778,53.4676,58.6483,64.0168,69.564,75.2756
capital_stock,INDIA,trillion*usd/yr,12.7486,18.4261,25.4997,33.9319,43.6877,54.7332,66.9911,80.3426,94.6426,109.709,125.274,141.014,156.618,171.796,186.236,199.645,211.892
capital_stock,KOR,trillion*usd/yr,4.62268,5.67047,6.77891,7.89587,8.98275,10.0156,10.9771,11.8539,12.6372,13.3226,13.9131,14.4171,14.8429,15.1968,15.4813,15.6972,15.8509
capital_stock,CHN,trillion*usd/yr,53.3604,71.9357,93.8468,117.11,140.457,163.242,184.779,204.352,221.716,237.013,250.334,261.681,271.114,278.769,284.838,289.553,293.148
capital_stock,SEAS,trillion*usd/yr,7.10967,9.02006,11.284,13.8564,16.7083,19.8254,23.1873,26.7659,30.5339,34.4616,38.5059,42.6125,46.7244,50.785,54.7397,58.5397,62.1558
capital_stock,INDO,trillion*usd/yr,2.98336,4.46761,6.2766,8.37366,10.7221,13.2882,16.0322,18.9088,21.8683,24.8592,27.8318,30.7413,33.5554,36.2501,38.7959,41.1627,43.3428
capital_stock,JAP,trillion*usd/yr,11.2971,13.069,14.6691,16.0822,17.3169,18.4071,19.3865,20.2821,21.1109,21.8798,22.588,23.2311,23.8104,24.3325,24.8023,25.2224,25.5955
capital_stock,OCE,trillion*usd/yr,2.53847,3.20984,3.89781,4.59816,5.31291,6.04825,6.80523,7.5813,8.38019,9.20914,10.0651,10.9358,11.8084,12.6714,13.5157,14.3349,15.1268
capital_stock,RSAS,trillion*usd/yr,2.34703,3.43071,4.75222,6.34068,8.2381,10.4966,13.1639,16.2825,19.8979,24.0544,28.7812,34.0878,39.9516,46.3303,53.1991,60.5307,68.2174
capital_stock,RSAF,trillion*usd/yr,1.11306,1.44173,1.84901,2.34335,2.95468,3.73043,4.72169,5.9791,7.55344,9.49309,11.84,14.626,17.8637,21.5534,25.7025,30.2982,35.2162
GDP_gross,CAN,trillion*usd/yr,1.53652,1.69205,1.86008,2.04677,2.24467,2.44486,2.64408,2.84375,3.0582,3.2994,3.55878,3.8245,4.09051,4.35332,4.61358,4.87325,5.13572
