Variable,Region,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
damage_costs_non_slr,NAF,fraction_of_GDP,-1.73472e-18,0.00284152,0.00533014,0.00743012,0.00926014,0.0109756,0.0125978,0.0141183,0.0155414,0.0168855,0.0181628,0.0193712,0.0205026,0.0215512,0.022507,0.0233182,0.0236774,0.0236774,0.0236774,0.0236774,0.0236774,0.0236774,0.0236774,0.0236774,0.0236774,0.0236774,0.0236774
damage_costs_non_slr,WAF,fraction_of_GDP,0,0.00507523,0.00931148,0.0127757,0.0157287,0.0184501,0.0209874,0.0233373,0.0255146,0.0275529,0.029475,0.0312811,0.032962,0.0345115,0.0359171,0.0371054,0.0376304,0.0376304,0.0376304,0.0376304,0.0376304,0.0376304,0.0376304,0.0376304,0.0376304,0.0376304,0.0376304
damage_costs_non_slr,EAF,fraction_of_GDP,0,0.00507523,0.00931148,0.0127757,0.0157287,0.0184501,0.0209874,0.0233373,0.0255146,0.0275529,0.029475,0.0312811,0.032962,0.0345115,0.0359171,0.0371054,0.0376304,0.0376304,0.0376304,0.0376304,0.0376304,0.0376304,0.0376304,0.0376304,0.0376304,0.0376304,0.0376304
damage_costs_non_slr,SAF,fraction_of_GDP,0,0.00257732,0.00485356,0.00678441,0.00847303,0.0100602,0.0115644,0.0129768,0.0143009,0.015553,0.0167442,0.0178724,0.0189296,0.0199102,0.0208045,0.0215641,0.0219006,0.0219006,0.0219006,0.0219006,0.0219006,0.0219006,0.0219006,0.0219006,0.0219006,0.0219006,0.0219006
damage_costs_non_slr,WEU,fraction_of_GDP,0,0.000896947,0.00167282,0.00232239,0.00288541,0.00341101,0.00390636,0.00436932,0.00480164,0.00520908,0.00559559,0.00596069,0.00630206,0.00661806,0.00690575,0.00714973,0.00725771,0.00725771,0.00725771,0.00725771,0.00725771,0.00725771,0.00725771,0.00725771,0.00725771,0.00725771,0.00725771
damage_costs_non_slr,CEU,fraction_of_GDP,4.33681e-19,0.00130246,0.00242992,0.00337429,0.00419308,0.00495765,0.00567836,0.00635205,0.00698124,0.0075743,0.00813697,0.0086685,0.00916553,0.00962565,0.0100446,0.0103999,0.0105571,0.0105571,0.0105571,0.0105571,0.0105571,0.0105571,0.0105571,0.0105571,0.0105571,0.0105571,0.0105571
damage_costs_non_slr,TUR,fraction_of_GDP,1.73472e-18,0.00128152,0.00228892,0.00307812,0.00372961,0.00431455,0.00484777,0.00533198,0.00577298,0.00617954,0.0065577,0.00690864,0.00723159,0.00752632,0.0077913,0.00801363,0.00811135,0.00811135,0.00811135,0.00811135,0.00811135,0.00811135,0.00811135,0.00811135,0.00811135,0.00811135,0.00811135
damage_costs_non_slr,UKR,fraction_of_GDP,0,0.00129913,0.00235261,0.00319692,0.0039061,0.004552,0.00514818,0.00569554,0.00619891,0.00666702,0.00710587,0.00751604,0.00789595,0.0082447,0.00855988,0.0088255,0.0089426,0.0089426,0.0089426,0.0089426,0.0089426,0.0089426,0.0089426,0.0089426,0.00894259,0.00894259,0.00894259
damage_costs_non_slr,STAN,fraction_of_GDP,0,0.00129913,0.00235261,0.00319692,0.0039061,0.004552,0.00514818,0.00569554,0.00619891,0.00666702,0.00710587,0.00751604,0.00789595,0.0082447,0.00855988,0.0088255,0.0089426,0.0089426,0.0089426,0.0089426,0.0089426,0.0089426,0.0089426,0.0089426,0.00894259,0.00894259,0.00894259
damage_costs_non_slr,RUS,fraction_of_GDP,0,0.00129913,0.00235261,0.00319692,0.0039061,0.004552,0.00514818,0.00569554,0.00619891,0.00666702,0.00710587,0.00751604,0.00789595,0.0082447,0.00855988,0.0088255,0.0089426,0.0089426,0.0089426,0.0089426,0.0089426,0.0089426,0.0089426,0.0089426,0.00894259,0.00894259,0.00894259
damage_costs_non_slr,ME,fraction_of_GDP,1.73472e-18,0.00128152,0.00228892,0.00307812,0.00372961,0.00431455,0.00484777,0.00533198,0.00577298,0.00617954,0.0065577,0.00690864,0.00723159,0.00752632,0.0077913,0.00801363,0.00811135,0.00811135,0.00811135,0.00811135,0.00811135,0.00811135,0.00811135,0.00811135,0.00811135,0.00811135,0.00811135
damage_costs_non_slr,INDIA,fraction_of_GDP,-3.46945e-18,0.00515023,0.00945224,0.0129719,0.0159734,0.0187402,0.0213205,0.0237106,0.0259256,0.0279995,0.0299555,0.0317936,0.0335044,0.0350817,0.0365126,0.0377225,0.038257,0.038257,0.038257,0.038257,0.038257,0.038257,0.038257,0.038257,0.038257,0.038257,0.038257
damage_costs_non_slr,KOR,fraction_of_GDP,8.67362e-19,0.00203385,0.00372247,0.00509833,0.00626811,0.0073439,0.00834515,0.00927105,0.0101279,0.010929,0.0116838,0.0123924,0.0130513,0.0136583,0.0142085,0.0146735,0.0148788,0.0148788,0.0148788,0.0148788,0.0148788,0.0148788,0.0148788,0.0148788,0.0148788,0.0148788,0.0148788
damage_costs_non_slr,CHN,fraction_of_GDP,-1.73472e-18,0.00151987,0.00268285,0.00357516,0.00429975,0.00494128,0.00551882,0.00603737,0.00650484,0.00693182,0.00732559,0.00768814,0.00801935,0.00831962,0.00858797,0.00881195,0.00891007,0.00891007,0.00891007,0.00891007,0.00891007,0.00891007,0.00891007,0.00891007,0.00891007,0.00891006,0.00891006
damage_costs_non_slr,SEAS,fraction_of_GDP,0,0.00391137,0.00711501,0.00970078,0.0118841,0.0138811,0.015731,0.0174348,0.019006,0.0204706,0.0218467,0.0231354,0.0243312,0.0254305,0.0264255,0.027265,0.0276353,0.0276353,0.0276353,0.0276353,0.0276353,0.0276353,0.0276353,0.0276353,0.0276353,0.0276353,0.0276353
damage_costs_non_slr,INDO,fraction_of_GDP,0,0.00391137,0.00711501,0.00970078,0.0118841,0.0138811,0.015731,0.0174348,0.019006,0.0204706,0.0218467,0.0231354,0.0243312,0.0254305,0.0264255,0.027265,0.0276353,0.0276353,0.0276353,0.0276353,0.0276353,0.0276353,0.0276353,0.0276353,0.0276353,0.0276353,0.0276353
damage_costs_non_slr,JAP,fraction_of_GDP,0,0.00127581,0.00241933,0.00339812,0.00425933,0.0050725,0.00584599,0.00657448,0.00725917,0.00790803,0.00852655,0.00911326,0.00966388,0.0101752,0.0106421,0.011039,0.0112149,0.0112149,0.0112149,0.0112149,0.0112149,0.0112149,0.0112149,0.0112149,0.0112149,0.0112149,0.0112149
damage_costs_non_slr,OCE,fraction_of_GDP,0,0.00174747,0.00327424,0.00456064,0.0056805,0.00672945,0.00772073,0.00864931,0.00951811,0.0103383,0.0111175,0.0118544,0.0125442,0.0131834,0.0137658,0.0142601,0.014479,0.014479,0.014479,0.014479,0.014479,0.014479,0.014479,0.014479,0.014479,0.014479,0.014479
damage_costs_non_slr,RSAS,fraction_of_GDP,3.46945e-18,0.0045692,0.00827519,0.0112458,0.0137413,0.0160142,0.0181124,0.0200389,0.0218106,0.0234584,0.0250032,0.0264471,0.0277845,0.0290123,0.030122,0.0310572,0.0314694,0.0314694,0.0314694,0.0314694,0.0314694,0.0314694,0.0314694,0.0314694,0.0314694,0.0314694,0.0314694
damage_costs_non_slr,RSAF,fraction_of_GDP,0,0.00507523,0.00931148,0.0127757,0.0157287,0.0184501,0.0209874,0.0233373,0.0255146,0.0275529,0.029475,0.0312811,0.032962,0.0345115,0.0359171,0.0371054,0.0376304,0.0376304,0.0376304,0.0376304,0.0376304,0.0376304,0.0376304,0.0376304,0.0376304,0.0376304,0.0376304
damage_costs_slr,CAN,fraction_of_GDP,0,0.000615123,0.00126822,0.00194751,0.00264403,0.00335219,0.00406917,0.00479282,0.00552121,0.0062527,0.00698604,0.00772023,0.00845438,0.00918762,0.00991911,0.010648,0.0113732,0.0120911,0.0127991,0.0134975,0.0141866,0.0148668,0.0155383,0.0162014,0.0168563,0.0175034,0.0181428
damage_costs_slr,USA,fraction_of_GDP,0,0.0003256,0.000671301,0.00103087,0.00139955,0.00177439,0.00215391,0.00253696,0.00292251,0.00330971,0.00369788,0.00408651,0.00447511,0.00486323,0.00525043,0.00563626,0.00602012,0.00640011,0.00677487,0.00714456,0.00750934,0.00786937,0.00822481,0.0085758,0.00892247,0.00926497,0.00960342
damage_costs_slr,MEX,fraction_of_GDP,0,0.000298494,0.000615417,0.000945048,0.00128304,0.00162668,0.0019746,0.00232576,0.00267922,0.00303418,0.00339004,0.00374632,0.00410257,0.00445838,0.00481334,0.00516706,0.00551896,0.00586732,0.00621088,0.00654979,0.0068842,0.00721427,0.00754012,0.00786188,0.0081797,0.00849369,0.00880396
damage_costs_slr,RCAM,fraction_of_GDP,0,0.000298494,0.000615417,0.000945048,0.00128304,0.00162668,0.0019746,0.00232576,0.00267922,0.00303418,0.00339004,0.00374632,0.00410257,0.00445838,0.00481334,0.00516706,0.00551896,0.00586732,0.00621088,0.00654979,0.0068842,0.00721427,0.00754012,0.00786188,0.0081797,0.00849369,0.00880396
damage_costs_slr,BRA,fraction_of_GDP,0,0.000298494,0.000615417,0.000945048,0.00128304,0.00162668,0.0019746,0.00232576,0.00267922,0.00303418,0.00339004,0.00374632,0.00410257,0.00445838,0.00481334,0.00516706,0.00551896,0.00586732,0.00621088,0.00654979,0.0068842,0.00721427,0.00754012,0.00786188,0.0081797,0.00849369,0.00880396
damage_costs_slr,RSAM,fraction_of_GDP,0,0.000298494,0.000615417,0.000945048,0.00128304,0.00162668,0.0019746,0.00232576,0.00267922,0.00303418,0.00339004,0.00374632,0.00410257,0.00445838,0.00481334,0.00516706,0.00551896,0.00586732,0.00621088,0.00654979,0.0068842,0.00721427,0.00754012,0.00786188,0.0081797,0.00849369,0.00880396
damage_costs_slr,NAF,fraction_of_GDP,0,0.00150585,0.00310467,0.0047676,0.0064727,0.00820631,0.00996151,0.011733,0.0135162,0.0153069,0.0171022,0.0188995,0.0206967,0.0224917,0.0242825,0.0260669,0.0278421,0.0295996,0.0313328,0.0330425,0.0347296,0.0363947,0.0380385,0.0396618,0.0412651,0.0428491,0.0444144
damage_costs_slr,WAF,fraction_of_GDP,0,-0.000147853,-0.000304833,-0.000468109,-0.000635525,-0.00080574,-0.000978075,-0.00115201,-0.00132709,-0.00150291,-0.00167918,-0.00185565,-0.00203212,-0.00220836,-0.00238418,-0.00255939,-0.00273369,-0.00290625,-0.00307642,-0.00324429,-0.00340994,-0.00357343,-0.00373483,-0.00389421,-0.00405163,-0.00420716,-0.00436084
damage_costs_slr,EAF,fraction_of_GDP,0,-0.000147853,-0.000304833,-0.000468109,-0.000635525,-0.00080574,-0.000978075,-0.00115201,-0.00132709,-0.00150291,-0.00167918,-0.00185565,-0.00203212,-0.00220836,-0.00238418,-0.00255939,-0.00273369,-0.00290625,-0.00307642,-0.00324429,-0.00340994,-0.00357343,-0.00373483,-0.00389421,-0.00405163,-0.00420716,-0.00436084
damage_costs_slr,SAF,fraction_of_GDP,0,0.000402335,0.000829509,0.00127381,0.00172938,0.00219257,0.00266153,0.00313485,0.00361127,0.00408972,0.00456937,0.00504959,0.00552978,0.00600937,0.00648782,0.00696458,0.0074389,0.00790845,0.00837153,0.00882834,0.00927909,0.00972398,0.0101632,0.0105969,0.0110253,0.0114485,0.0118667
damage_costs_slr,WEU,fraction_of_GDP,0,7.54038e-05,0.000163008,0.00025341,0.000335867,0.000403044,0.00045293,0.000487428,0.00051009,0.000524465,0.000533377,0.000538824,0.000542123,0.00054411,0.000545304,0.00054602,0.000546449,0.000546706,0.00054686,0.000546953,0.00054701,0.000547044,0.000547066,0.000547079,0.000547087,0.000547092,0.000547096
damage_costs_slr,CEU,fraction_of_GDP,0,0.000156916,0.000312498,0.00045163,0.000565033,0.000650779,0.000712059,0.00075406,0.000781994,0.00080019,0.000811879,0.00081932,0.000824028,0.000826997,0.000828865,0.000830039,0.000830777,0.000831239,0.00083153,0.000831713,0.00083183,0.000831905,0.000831953,0.000831984,0.000832004,0.000832017,0.000832026
damage_costs_slr,TUR,fraction_of_GDP,0,0.000722547,0.0014897,0.00228762,0.00310577,0.0039376,0.0047798,0.00562983,0.00648542,0.00734466,0.00820606,0.00906848,0.00993084,0.0107921,0.0116514,0.0125076,0.0133594,0.0142027,0.0150343,0.0158547,0.0166642,0.0174631,0.0182519,0.0190308,0.0198001,0.0205601,0.0213112
damage_costs_slr,UKR,fraction_of_GDP,0,0.0001667,0.000343692,0.000527781,0.000716539,0.000908452,0.00110276,0.00129887,0.00149626,0.0016945,0.00189324,0.0020922,0.00229116,0.00248987,0.00268811,0.00288565,0.00308217,0.00327672,0.00346859,0.00365786,0.00384462,0.00402895,0.00421093,0.00439063,0.00456812,0.00474347,0.00491674
damage_costs_slr,STAN,fraction_of_GDP,0,0.0001667,0.000343692,0.000527781,0.000716539,0.000908452,0.00110276,0.00129887,0.00149626,0.0016945,0.00189324,0.0020922,0.00229116,0.00248987,0.00268811,0.00288565,0.00308217,0.00327672,0.00346859,0.00365786,0.00384462,0.00402895,0.00421093,0.00439063,0.00456812,0.00474347,0.00491674
damage_costs_slr,RUS,fraction_of_GDP,0,0.0001667,0.000343692,0.000527781,0.000716539,0.000908452,0.00110276,0.00129887,0.00149626,0.0016945,0.00189324,0.0020922,0.00229116,0.00248987,0.00268811,0.00288565,0.00308217,0.00327672,0.00346859,0.00365786,0.00384462,0.00402895,0.00421093,0.00439063,0.00456812,0.00474347,0.00491674
damage_costs_slr,ME,fraction_of_GDP,0,0.000722547,0.0014897,0.00228762,0.00310577,0.0039376,0.0047798,0.00562983,0.00648542,0.00734466,0.00820606,0.00906848,0.00993084,0.0107921,0.0116514,0.0125076,0.0133594,0.0142027,0.0150343,0.0158547,0.0166642,0.0174631,0.0182519,0.0190308,0.0198001,0.0205601,0.0213112
damage_costs_slr,INDIA,fraction_of_GDP,0,0.000288743,0.000595313,0.000914176,0.00124113,0.00157354,0.0019101,0.00224978,0.00259169,0.00293506,0.0032793,0.00362393,0.00396855,0.00431274,0.0046561,0.00499826,0.00533867,0.00567565,0.00600798,0.00633582,0.00665931,0.00697859,0.0072938,0.00760506,0.00791249,0.00821622,0.00851635
damage_costs_slr,KOR,fraction_of_GDP,0,0.000814828,0.00167996,0.00257979,0.00350243,0.0044405,0.00539026,0.00634885,0.00731371,0.00828269,0.00925412,0.0102267,0.0111992,0.0121705,0.0131394,0.014105,0.0150656,0.0160166,0.0169544,0.0178796,0.0187925,0.0196935,0.020583,0.0214613,0.0223289,0.023186,0.024033
damage_costs_slr,CHN,fraction_of_GDP,0,0.000585002,0.00120612,0.00185215,0.00251455,0.00318804,0.00386991,0.00455812,0.00525084,0.00594652,0.00664395,0.00734219,0.00804039,0.00873772,0.00943339,0.0101266,0.0108163,0.011499,0.0121723,0.0128366,0.013492,0.0141388,0.0147774,0.015408,0.0160309,0.0166463,0.0172544
damage_costs_slr,SEAS,fraction_of_GDP,0,0.00216937,0.00447266,0.00686832,0.00932474,0.0118222,0.0143508,0.0169029,0.0194717,0.0220515,0.0246378,0.0272271,0.0298162,0.0324021,0.0349819,0.0375526,0.0401101,0.0426419,0.0451388,0.0476019,0.0500323,0.0524311,0.0547993,0.0571378,0.0594476,0.0617295,0.0639845
damage_costs_slr,INDO,fraction_of_GDP,0,0.00216937,0.00447266,0.00686832,0.00932474,0.0118222,0.0143508,0.0169029,0.0194717,0.0220515,0.0246378,0.0272271,0.0298162,0.0324021,0.0349819,0.0375526,0.0401101,0.0426419,0.0451388,0.0476019,0.0500323,0.0524311,0.0547993,0.0571378,0.0594476,0.0617295,0.0639845
damage_costs_slr,JAP,fraction_of_GDP,0,0.000788573,0.00162583,0.00249666,0.00338958,0.00429742,0.00521657,0.00614428,0.00707805,0.00801581,0.00895593,0.00989715,0.0108383,0.0117783,0.0127161,0.0136505,0.0145802,0.0155005,0.0164081,0.0173035,0.0181869,0.0190589,0.0199197,0.0207698,0.0216094,0.0224389,0.0232586
damage_costs_slr,OCE,fraction_of_GDP,0,0.000507027,0.00104536,0.00160527,0.00217939,0.0027631,0.00335409,0.00395057,0.00455096,0.00515391,0.00575838,0.00636355,0.00696869,0.00757307,0.00817602,0.00877685,0.00937459,0.00996632,0.0105499,0.0111256,0.0116936,0.0122543,0.0128078,0.0133543,0.0138942,0.0144275,0.0149545
damage_costs_slr,RSAS,fraction_of_GDP,0,1.7499e-16,1.94413e-16,2.00063e-16,2.02389e-16,2.03553e-16,2.04213e-16,2.04621e-16,2.0489e-16,2.05076e-16,2.0521e-16,2.0531e-16,2.05385e-16,2.05444e-16,2.05491e-16,2.05528e-16,2.05559e-16,2.05584e-16,2.05605e-16,2.05623e-16,2.05638e-16,2.05651e-16,2.05661e-16,2.05671e-16,2.0568e-16,2.05687e-16,2.05693e-16
damage_costs_slr,RSAF,fraction_of_GDP,0,-0.000147853,-0.000304833,-0.000468109,-0.000635525,-0.00080574,-0.000978075,-0.00115201,-0.00132709,-0.00150291,-0.00167918,-0.00185565,-0.00203212,-0.00220836,-0.00238418,-0.00255939,-0.00273369,-0.00290625,-0.00307642,-0.00324429,-0.00340994,-0.00357343,-0.00373483,-0.00389421,-0.00405163,-0.00420716,-0.00436084
LBD_factor,Global,dimensionless,0.999998,0.843129,0.668961,0.56299,0.496559,0.45149,0.418203,0.392331,0.371509,0.354159,0.339257,0.326199,0.314617,0.304256,0.294893,0.286287,0.27805,0.270271,0.263175,0.256678,0.250709,0.245213,0.240136,0.235437,0.231079,0.227027,0.223258
LOT_factor,Global,dimensionless,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
learning_factor,Global,dimensionless,0.999998,0.843129,0.668961,0.56299,0.496559,0.45149,0.418203,0.392331,0.371509,0.354159,0.339257,0.326199,0.314617,0.304256,0.294893,0.286287,0.27805,0.270271,0.263175,0.256678,0.250709,0.245213,0.240136,0.235437,0.231079,0.227027,0.223258
mitigation_costs,CAN,trillion*usd/yr,-2.68536e-09,0.00168493,0.0226201,0.071392,0.0791795,0.0810374,0.0821453,0.0890846,0.100116,0.111034,0.118762,0.121242,0.120224,0.11881,0.12019,0.126365,0.18912,0.17931,0.178938,0.178361,0.177577,0.17649,0.175117,0.173498,0.171661,0.16961,0.167268
mitigation_costs,USA,trillion*usd/yr,-3.04066e-10,0.00690466,0.102483,0.526405,0.856773,0.915996,0.968049,1.0087,1.03714,1.05367,1.05994,1.05977,1.06218,1.07303,1.08164,1.0767,1.49269,1.21524,1.19651,1.1779,1.15951,1.14179,1.12457,1.10765,1.09102,1.07466,1.05829
mitigation_costs,MEX,trillion*usd/yr,-2.26863e-09,0.00154365,0.019632,0.03352,0.0423527,0.0508052,0.0595626,0.0702567,0.0832709,0.0982198,0.113607,0.127606,0.140247,0.152504,0.165908,0.181594,0.280427,0.296046,0.292467,0.288894,0.28532,0.281737,0.278112,0.274426,0.270687,0.266883,0.262923
mitigation_costs,RCAM,trillion*usd/yr,-3.33299e-09,0.00140651,0.00835491,0.0114749,0.0154778,0.0213703,0.0299967,0.0420442,0.0573561,0.0750919,0.0946229,0.115412,0.137465,0.160912,0.185,0.228309,0.300194,0.364742,0.36043,0.355957,0.351385,0.346851,0.342309,0.337701,0.333039,0.328317,0.323419
mitigation_costs,BRA,trillion*usd/yr,-1.73463e-09,0.00140002,0.0187949,0.0828073,0.128965,0.152192,0.165562,0.165545,0.157648,0.152571,0.16151,0.190571,0.21747,0.217272,0.206608,0.210473,0.312019,0.306938,0.299248,0.291979,0.285121,0.278875,0.273154,0.267843,0.262902,0.258313,0.254046
mitigation_costs,RSAM,trillion*usd/yr,-1.5842e-09,0.0036828,0.0287397,0.0830977,0.118452,0.157565,0.199088,0.220034,0.231278,0.256327,0.295384,0.338846,0.377222,0.403006,0.422593,0.445257,0.651834,0.665567,0.646247,0.628717,0.612745,0.598242,0.585027,0.572939,0.561853,0.551676,0.542373
mitigation_costs,NAF,trillion*usd/yr,-2.86211e-09,0.00585689,0.00895363,0.0123514,0.0159048,0.0197082,0.0245079,0.0314299,0.0405121,0.0510457,0.0620011,0.0723474,0.0824622,0.0931447,0.104193,0.115066,0.181298,0.155458,0.168803,0.179616,0.188113,0.194755,0.199552,0.202472,0.203696,0.203336,0.201092
mitigation_costs,WAF,trillion*usd/yr,-3.11131e-09,0.00858363,0.0149189,0.0186066,0.0212345,0.0286479,0.0385225,0.0425167,0.0462324,0.0669761,0.110215,0.172369,0.25316,0.35338,0.494211,0.753773,1.04248,1.34834,1.389,1.41956,1.44143,1.45671,1.46557,1.46795,1.46456,1.4558,1.44046
mitigation_costs,EAF,trillion*usd/yr,-3.40023e-09,0.000791023,0.00147599,0.00211242,0.00270702,0.00353081,0.00477756,0.00666293,0.00965486,0.0145716,0.0227691,0.0361433,0.0565109,0.0851383,0.131128,0.192868,0.255841,0.323253,0.357136,0.383862,0.404598,0.421091,0.433506,0.441784,0.446391,0.447627,0.444865
mitigation_costs,SAF,trillion*usd/yr,-3.5302e-09,0.00218313,0.0172927,0.0256624,0.0309142,0.0382356,0.0470582,0.0558846,0.0640291,0.07117,0.077426,0.0831242,0.0884176,0.0933609,0.0977477,0.101348,0.146098,0.139373,0.136241,0.133308,0.130561,0.127995,0.125588,0.123318,0.121175,0.119145,0.117206
mitigation_costs,WEU,trillion*usd/yr,-3.48069e-10,0.00587127,0.0916534,0.252318,0.285435,0.334212,0.395989,0.463489,0.528592,0.584622,0.637675,0.694856,0.743577,0.77097,0.793281,0.829265,1.23593,1.13148,1.13305,1.13265,1.13039,1.12584,1.11913,1.11053,1.10026,1.08838,1.07433
mitigation_costs,CEU,trillion*usd/yr,-1.8639e-09,0.00136357,0.0194728,0.0494276,0.0605445,0.0712663,0.0817461,0.0928128,0.103964,0.114156,0.122707,0.129049,0.132092,0.131315,0.129824,0.130825,0.188541,0.173725,0.16697,0.161105,0.156,0.151371,0.147194,0.143492,0.140215,0.137315,0.134796
mitigation_costs,TUR,trillion*usd/yr,-2.90015e-09,0.00632097,0.0184557,0.0229738,0.0271725,0.0321756,0.0384852,0.0462469,0.0547514,0.0629337,0.0705414,0.0776983,0.0847007,0.0916104,0.0970716,0.0997326,0.143946,0.132807,0.127716,0.122955,0.118559,0.114654,0.111191,0.1081,0.105348,0.102917,0.100802
mitigation_costs,UKR,trillion*usd/yr,-3.36459e-09,0.00108693,0.0104447,0.0149399,0.0200903,0.0243121,0.0282451,0.0334085,0.0390387,0.0435199,0.0469186,0.0500659,0.0530759,0.0558029,0.0584271,0.0611459,0.0902519,0.0870359,0.0855557,0.084145,0.0828007,0.0814959,0.0802239,0.0789856,0.0777801,0.0766002,0.0754239
mitigation_costs,STAN,trillion*usd/yr,-3.47736e-09,0.00674025,0.0104282,0.0138804,0.0165322,0.0182722,0.0201893,0.023558,0.0272294,0.0296368,0.0329184,0.0397357,0.0470966,0.0508402,0.0521176,0.0533266,0.0786488,0.0730319,0.0702371,0.0677993,0.0656801,0.0637341,0.0619588,0.0603774,0.058973,0.0577223,0.0566188
mitigation_costs,RUS,trillion*usd/yr,-1.60033e-09,0.0170091,0.100486,0.124915,0.144017,0.158012,0.169752,0.182883,0.199847,0.220947,0.237497,0.241088,0.239807,0.243661,0.248828,0.249158,0.350238,0.312587,0.29707,0.283044,0.270482,0.259495,0.249959,0.241722,0.234667,0.228719,0.223929
mitigation_costs,ME,trillion*usd/yr,-1.30251e-09,0.0140287,0.065958,0.0843343,0.104447,0.124522,0.145687,0.169937,0.196522,0.223647,0.250453,0.276926,0.305037,0.336513,0.368483,0.397041,0.604273,0.544031,0.559299,0.570126,0.577254,0.581892,0.584094,0.583763,0.5812,0.576588,0.569435
mitigation_costs,INDIA,trillion*usd/yr,-7.21424e-10,0.028328,0.0485378,0.0739446,0.107142,0.153606,0.214933,0.290275,0.380576,0.486093,0.599149,0.70925,0.816891,0.925313,1.02612,1.21019,1.55939,1.72757,1.70727,1.68508,1.66179,1.63899,1.61639,1.59354,1.57052,1.54737,1.52348
mitigation_costs,KOR,trillion*usd/yr,-2.31215e-09,0.00424986,0.0384295,0.0828152,0.091583,0.0995219,0.106626,0.112309,0.116285,0.118344,0.118198,0.115726,0.11182,0.107653,0.103839,0.100629,0.137443,0.116967,0.110465,0.104855,0.10002,0.0957631,0.092047,0.0888612,0.086149,0.0838639,0.0820308
mitigation_costs,CHN,trillion*usd/yr,-2.03632e-10,0.0613943,0.49666,1.22391,1.45305,1.6612,1.83195,1.94427,2.00295,2.01728,1.98345,1.90175,1.79877,1.70521,1.62865,1.56645,2.12158,1.6999,1.62423,1.55922,1.50323,1.45414,1.41121,1.37391,1.3414,1.31301,1.28859
mitigation_costs,SEAS,trillion*usd/yr,-1.58258e-09,0.0220624,0.0372923,0.050227,0.0624716,0.074705,0.0895092,0.110275,0.135166,0.16035,0.187783,0.220218,0.250333,0.26957,0.285718,0.309711,0.482463,0.478464,0.483505,0.486809,0.488517,0.488367,0.486496,0.483127,0.478446,0.47251,0.46501
mitigation_costs,INDO,trillion*usd/yr,-2.46565e-09,0.00667839,0.0339636,0.0476621,0.0622844,0.0758782,0.0899834,0.108284,0.130712,0.154874,0.177652,0.196242,0.212824,0.230807,0.24884,0.264414,0.394804,0.397221,0.38942,0.381772,0.374328,0.367202,0.360337,0.353665,0.347181,0.340867,0.334622
mitigation_costs,JAP,trillion*usd/yr,-1.13208e-09,0.0010534,0.0169019,0.0880991,0.118843,0.128824,0.140171,0.15212,0.162857,0.170416,0.174272,0.174907,0.174997,0.177103,0.179949,0.181512,0.255081,0.234506,0.226983,0.220183,0.214032,0.208453,0.203391,0.198804,0.194644,0.190871,0.187475
mitigation_costs,OCE,trillion*usd/yr,-3.13442e-09,0.000253177,0.00468222,0.0309633,0.0658911,0.0763394,0.0807067,0.078928,0.0795737,0.09081,0.103036,0.10451,0.102075,0.105942,0.113601,0.119834,0.173838,0.172075,0.167582,0.163542,0.159867,0.156505,0.153406,0.150528,0.147844,0.145327,0.142953
mitigation_costs,RSAS,trillion*usd/yr,-2.91246e-09,0.00169966,0.00301284,0.00485391,0.00750375,0.011498,0.0175587,0.0265794,0.0390818,0.0553283,0.0762141,0.102928,0.135917,0.175246,0.222566,0.314624,0.41767,0.498248,0.554342,0.600072,0.636645,0.665953,0.688224,0.703487,0.712468,0.715606,0.711828
mitigation_costs,RSAF,trillion*usd/yr,-3.28681e-09,0.000738291,0.00312832,0.00572928,0.00909958,0.0108328,0.0111218,0.0120157,0.0149095,0.0212104,0.0319669,0.0475996,0.0675181,0.0905027,0.117811,0.151307,0.271441,0.279295,0.316266,0.346761,0.371512,0.391571,0.40704,0.417923,0.424663,0.427511,0.425714
rel_mitigation_costs,CAN,fraction_of_GDP,-5.87381e-09,0.000995881,0.0121765,0.0350316,0.0355008,0.0333962,0.0313148,0.0315772,0.0329937,0.033903,0.0335945,0.0318757,0.0295045,0.0273426,0.0260406,0.0258563,0.036654,0.0329721,0.0313818,0.0300697,0.0289709,0.028008,0.0271632,0.02643,0.0257914,0.0252335,0.0247564
rel_mitigation_costs,USA,fraction_of_GDP,-5.00923e-09,0.000376838,0.00508704,0.0242024,0.0369484,0.0373143,0.037416,0.0370807,0.0362884,0.0350923,0.0336802,0.0322634,0.031086,0.0302625,0.0294773,0.0284322,0.0382649,0.0302216,0.0289285,0.0278042,0.026822,0.0259585,0.0251994,0.0245338,0.0239495,0.0234377,0.022999
rel_mitigation_costs,MEX,fraction_of_GDP,-5.58251e-09,0.000675623,0.00741046,0.0110432,0.0122794,0.0130371,0.0135967,0.0143379,0.0152692,0.0162626,0.0170607,0.0174516,0.0175424,0.0175201,0.0175654,0.0177697,0.025465,0.0250624,0.0232762,0.0218523,0.0206976,0.0197355,0.0189319,0.0182643,0.0177084,0.0172476,0.016883
